TimeStamp,Light,Moisture 1,Moisture 2,Temp,Humidity,Target
01:53:00,0.000130756,0,0.012741577,0.089798825,0.471675176,1
18:25:00,0.166899441,0.187758478,0.170935786,0.224603881,0.186837233,1
02:32:00,0.00027157,0,0.012555749,0.08258857,0.522134321,1
18:28:00,0.151342334,0.165508685,0.153441607,0.223428877,0.202996129,1
22:05:00,0.004054159,0,0.011134902,0.153889977,0.518599562,1
13:05:00,0.998060211,1,0.90080712,0.91005875,0.339336812,0
02:26:00,0.000155183,0,0.011845325,0.085739719,0.515569769,1
10:17:00,0.701749546,0.975467941,0.835556696,0.128423635,0.532944323,0
02:41:00,0.00036856,0,0.014065398,0.080559017,0.539303148,1
07:32:00,0.586721498,0.809956193,0.701128784,0.051996914,0.637004619,0
06:15:00,0.000209351,0,0.017464205,0.032497707,0.682713348,1
16:23:00,0.628879578,0.84516129,0.691409796,0.268613139,0.119171857,0
16:50:00,0.544537554,0.721174524,0.586533528,0.257824461,0.126241374,0
20:17:00,0.004364525,0,0.00958085,0.179633256,0.550917354,1
23:29:00,0.003821384,0,0.012466946,0.129375111,0.462043427,1
23:44:00,0.003730251,0,0.013979109,0.123886047,0.427562859,1
02:04:00,0.000213377,0,0.012466946,0.092789745,0.47517253,1
19:02:00,0.000465549,0,0.00292063,0.212640199,0.360545363,1
05:00:00,0.000190319,0,0.017856278,0.033860148,0.689649478,1
08:12:00,0.610481757,0.850019912,0.737643236,0.035538939,0.814004376,0
13:26:00,0.800356921,1,0.859513755,0.343920242,0.026258206,0
11:51:00,0.754771881,1,0.882691321,0.190849208,0.349436122,0
02:21:00,0.000193979,0,0.011578916,0.085419263,0.505975425,1
22:48:00,9.52E-05,0,0.007836626,0.145423092,0.457784567,1
20:36:00,0.004301208,0,0.009099974,0.175082381,0.544981628,1
11:52:00,0.759349783,1,0.888641118,0.193840128,0.381753913,0
18:54:00,0.007914339,0,0.013221771,0.213067474,0.29691971,1
12:26:00,0.803150217,1,0.939969215,0.216912943,0.232284127,0
00:59:00,0.000252173,0,0.010824091,0.105554566,0.42467598,1
23:08:00,0.000310366,0,0.008204405,0.135730817,0.49082646,1
00:29:00,0.000342574,0,0.00940492,0.11665463,0.402295529,1
18:09:00,0.266837368,0.330851944,0.281495441,0.229624355,0.155529372,1
15:54:00,0.709109249,0.959966915,0.78980345,0.277265444,0.103012961,0
03:25:00,0.000155183,0,0.014509413,0.065551006,0.568591146,1
06:40:00,0.009349783,0,0.028140664,0.030087235,0.665039556,1
11:33:00,0.736792193,1,0.864203865,0.178414733,0.371504984,0
19:46:00,0.004286934,0,0.008115602,0.186042371,0.490321495,1
08:33:00,0.627327747,0.873531844,0.758900028,0.048246395,0.814004376,0
04:52:00,0.00027157,0,0.016907092,0.036977034,0.69483252,1
18:57:00,0.002987275,0,0.005407112,0.213281111,0.311058744,1
23:01:00,0.000285478,0,0.009317792,0.139134904,0.481070146,1
09:43:00,0.680555556,0.948387097,0.818664404,0.09620794,0.585759973,0
16:35:00,0.593303849,0.794871795,0.649317204,0.262204024,0.078774617,0
02:49:00,0.000349162,0,0.013354975,0.080291971,0.557986871,1
00:00:00,0.000290968,0,0.010557682,0.12264554,0.40346743,1
16:27:00,0.620305711,0.832754342,0.682351896,0.266904041,0.106042754,0
02:58:00,0.000193979,0,0.013843391,0.080772654,0.522639286,1
12:36:00,0.860994724,1,1,0.241374399,0.172698199,0
18:34:00,0.116335609,0.117005177,0.114930734,0.220896881,0.210065646,1
01:56:00,0.000407356,0,0.014465012,0.089692006,0.468103013,1
18:59:00,0.001435444,0,0.0050519,0.212640199,0.304999158,1
00:45:00,0.000135785,0,0.011534515,0.111269361,0.405487292,1
07:55:00,0.665735568,0.937138131,0.819197221,0.030621328,0.864500926,0
20:40:00,0.004110889,0,0.010058375,0.17403435,0.532100244,1
14:36:00,0.699061142,0.950785773,0.784297667,0.256542638,0.068675307,0
12:56:00,0.99852576,1,0.909776217,0.980772654,0.368624811,0
09:30:00,0.676249224,0.945822994,0.816799542,0.079971515,0.630196937,0
12:47:00,0.999224084,1,0.959949876,0.827167527,0.264601919,0
23:25:00,0.004403321,0,0.013976595,0.131297846,0.46507322,1
21:22:00,0.004072825,0,0.009884121,0.164287658,0.520209735,1
15:06:00,0.662670701,0.896277916,0.738208943,0.255367634,0.055546204,0
17:31:00,0.418718532,0.542094783,0.44441594,0.242806559,0.11086798,0
17:13:00,0.472664781,0.616487455,0.501966821,0.249904061,0.116703136,0
14:27:00,0.718150102,0.977937077,0.807166068,0.261836093,0.056406516,0
13:24:00,0.809163563,1,0.851610293,0.377034004,0.026258206,0
03:57:00,9.70E-05,0,0.014509413,0.055296422,0.614038041,1
15:00:00,0.668873715,0.905933891,0.743800239,0.257618737,0.063214199,0
01:16:00,0.000116387,0,0.009669653,0.102670465,0.461033496,1
10:27:00,0.702087213,0.973614557,0.832695268,0.136371729,0.520114459,0
05:54:00,0.000446151,0,0.017217903,0.035161118,0.670089211,1
19:21:00,7.76E-05,0,0.000700556,0.209115186,0.370644673,1
12:11:00,0.769009932,1,0.89565655,0.200249243,0.338326881,0
19:05:00,0.000298871,0,0.00282196,0.210713509,0.284950158,1
23:38:00,0.003976567,0,0.014020997,0.126491009,0.452449083,1
01:05:00,0.000149436,0,0.010903027,0.102862342,0.447848286,1
22:46:00,0.000543141,0,0.008914828,0.146199039,0.483251978,1
21:40:00,0.004472495,0,0.009709866,0.161824784,0.558853887,1
09:37:00,0.679782514,0.947192354,0.816401573,0.090055981,0.630196937,0
13:27:00,0.797214463,1,0.863865098,0.335695211,0.026258206,0
18:44:00,0.054546865,0.040529363,0.053804712,0.218835677,0.32721764,1
07:05:00,0.207285847,0.260545906,0.23700517,0.030300872,0.630196937,1
23:07:00,3.88E-05,0,0.007893594,0.136318319,0.478202323,1
06:19:00,0.000373589,0,0.01834274,0.031270152,0.696814977,1
12:34:00,0.84512725,1,0.989432451,0.231333452,0.184817371,0
10:19:00,0.703794227,0.977502068,0.83820105,0.125369414,0.514054873,0
00:40:00,9.70E-05,0,0.0110905,0.114100053,0.387813499,1
06:54:00,0.085117939,0.093879239,0.10424478,0.024639487,0.656455142,1
13:11:00,0.997478274,1,0.898054229,0.85867901,0.283790608,0
11:16:00,0.730291744,1,0.858004105,0.170019583,0.431240532,0
23:21:00,0.005780571,0,0.015575048,0.131191027,0.476182461,1
05:45:00,0.000290968,0,0.0171291,0.032704291,0.666554452,1
11:12:00,0.724899131,1,0.849035008,0.174719601,0.453459014,0
08:56:00,0.645150815,0.898526483,0.777407217,0.068557751,0.70994408,0
18:38:00,0.092760708,0.086931348,0.092878004,0.221292505,0.23531392,1
09:00:00,0.648737269,0.903703704,0.782367026,0.068763476,0.691466083,0
05:21:00,0.000349162,0,0.016685085,0.03500089,0.691802727,1
09:35:00,0.677529485,0.94598842,0.816710739,0.088196546,0.603938731,0
01:47:00,0.000349162,0,0.013710187,0.09246929,0.463558324,1
11:50:00,0.755770513,1,0.885667864,0.186952307,0.3423292,0
08:13:00,0.611537865,0.850785773,0.738031338,0.040555457,0.825113617,0
23:10:00,0.000247415,0,0.010276194,0.135414392,0.5053466,1
18:04:00,0.282321195,0.352289924,0.29656234,0.231285977,0.133236081,1
10:00:00,0.694134078,0.964681555,0.828610333,0.116930746,0.532233631,0
18:08:00,0.268759914,0.333731581,0.281340859,0.230051629,0.143933868,1
04:38:00,0.000152255,0,0.01681075,0.041143967,0.721852938,1
15:22:00,0.685610502,0.93046595,0.766204891,0.261630368,0.048626307,0
13:20:00,0.828988206,1,0.823903777,0.464091152,0.068675307,0
02:37:00,0.00030451,0,0.011234595,0.082436404,0.525164114,1
01:09:00,0.000186794,0,0.010689242,0.103428085,0.442013129,1
13:51:00,0.762375854,1,0.861822631,0.263485847,0.060595859,0
06:17:00,0.000310366,0,0.017262304,0.031369058,0.678673624,1
09:07:00,0.656579764,0.914061208,0.789981055,0.07655332,0.708971554,0
03:50:00,0.000266446,0,0.014719692,0.05125747,0.602452417,1
10:04:00,0.695286457,0.967264038,0.831452027,0.113920044,0.522246535,0
13:13:00,0.997361887,1,0.90293839,0.771835499,0.251472816,0
14:10:00,0.746973929,1,0.842463591,0.265088125,0.05150648,0
00:30:00,0.000228383,0,0.011626669,0.117755063,0.403286404,1
08:59:00,0.647773122,0.90306038,0.780923156,0.070998754,0.696852382,0
08:11:00,0.610373991,0.851364764,0.739274579,0.032116788,0.824103686,0
03:05:00,0.000174581,0,0.013754588,0.078422646,0.542332941,1
17:52:00,0.333566108,0.423159636,0.352804199,0.235499377,0.131291028,1
11:54:00,0.759698945,1,0.887753088,0.19448104,0.36761488,0
00:34:00,0.000152255,0,0.011626669,0.115816205,0.401800091,1
05:32:00,0.000232775,0,0.018461144,0.02821791,0.675643831,1
03:53:00,0.000465549,0,0.014953428,0.053587324,0.612018179,1
14:58:00,0.675007759,0.915467328,0.754548684,0.258999466,0.067665376,0
03:36:00,0.00030451,0,0.014719692,0.05827928,0.62474712,1
01:19:00,0.000659528,0,0.012156135,0.101388642,0.460528531,1
23:14:00,7.76E-05,0,0.009136835,0.133167171,0.498400943,1
03:26:00,0.000285478,0,0.014981074,0.064829477,0.579662277,1
14:09:00,0.748821758,1,0.843595006,0.265641999,0.039873572,0
07:21:00,0.475558659,0.643507031,0.553498836,0.034894072,0.682713348,0
00:39:00,0.000155183,0,0.011490113,0.114260281,0.40346743,1
04:09:00,0.000342574,0,0.015155329,0.051047863,0.585112093,1
09:52:00,0.690099317,0.959057072,0.824880609,0.110307994,0.565561353,0
00:57:00,0.000135785,0,0.01046888,0.107637529,0.414576671,1
01:25:00,0.000543141,0,0.012466946,0.098184084,0.486281771,1
14:54:00,0.696423029,0.946071133,0.780834353,0.255474453,0.069685238,0
03:39:00,0.000155183,0,0.014997829,0.057005519,0.591314594,1
03:18:00,0.000152255,0,0.013499908,0.075362192,0.527641303,1
17:08:00,0.48630509,0.635318445,0.515668785,0.250026705,0.132300959,0
07:24:00,0.514354438,0.70082713,0.602162845,0.041196368,0.656455142,0
04:57:00,0.000152255,0,0.017246387,0.034122156,0.681227034,1
22:47:00,0.000152255,0,0.006965352,0.145737502,0.4686842,1
21:44:00,0.00422874,0,0.010024865,0.160993413,0.54132301,1
08:07:00,0.61616031,0.857666268,0.746023602,0.038007636,0.804279115,0
10:49:00,0.717799503,0.994375517,0.847081343,0.160833185,0.479717219,0
19:44:00,0.004771881,0,0.009358843,0.185988962,0.442854738,1
01:10:00,0.000329764,0,0.01140131,0.102830693,0.432250463,1
07:29:00,0.581315953,0.803722084,0.695228322,0.045896386,0.649385625,0
09:26:00,0.674270639,0.941356493,0.813957848,0.076232865,0.632216799,0
06:20:00,0.000252173,0,0.017528713,0.03200997,0.696852382,1
13:33:00,0.78088144,1,0.87176856,0.287092754,0.052516411,0
13:19:00,0.835156735,1,0.818042783,0.481395763,0.078774617,0
08:34:00,0.627367979,0.875268817,0.758337609,0.048602457,0.793581327,0
08:05:00,0.621896338,0.8681555,0.753483049,0.040235001,0.774617068,0
00:22:00,0.000193979,0,0.010246872,0.117998932,0.427705773,1
12:16:00,0.774596524,1,0.903293602,0.205162898,0.251472816,0
19:51:00,0.004480912,0,0.008026799,0.184279865,0.497391012,1
23:19:00,0.005880855,0,0.015721657,0.133056322,0.495933281,1
04:07:00,0.000174581,0,0.015219837,0.05390778,0.591819559,1
17:25:00,0.420429857,0.544582299,0.44507045,0.243831227,0.114122202,0
12:42:00,0.96838144,1,1,0.468897988,0.075744824,0
11:13:00,0.725869025,1,0.854807199,0.171301406,0.381753913,0
02:56:00,0.000349162,0,0.013177369,0.080024924,0.540313079,1
13:07:00,0.997711049,1,0.897255003,0.904824639,0.315098468,0
04:46:00,0.000387958,0,0.016152267,0.040715685,0.729675139,1
19:38:00,0.000155183,0,0.004163871,0.204735624,0.365595018,1
21:25:00,0.00422874,0,0.009625252,0.162488873,0.501935701,1
00:05:00,0.000135785,0,0.009225638,0.121523945,0.41356674,1
06:48:00,0.040795917,0.036877738,0.056524714,0.030704409,0.644784829,1
21:34:00,0.004267536,0,0.009136835,0.162275236,0.575155698,1
20:03:00,0.004092955,0,0.008160003,0.181449172,0.54132301,1
12:03:00,0.76222067,1,0.889795556,0.197151504,0.353475846,0
12:19:00,0.783229303,1,0.916965965,0.207421914,0.260637005,0
09:45:00,0.682689323,0.949627792,0.81795398,0.099412498,0.630196937,0
18:17:00,0.196246293,0.22962963,0.20147084,0.227994382,0.15852176,1
13:49:00,0.761638734,1,0.861911434,0.263272209,0.056556135,0
12:04:00,0.762270961,1,0.889430477,0.19806144,0.353999514,0
09:40:00,0.681021105,0.948800662,0.818486798,0.096314759,0.607978455,0
10:01:00,0.693009001,0.962282878,0.826567865,0.11810575,0.526174045,0
16:55:00,0.530234844,0.699960175,0.569351804,0.254430004,0.105032823,0
04:28:00,0.000252173,0,0.018105932,0.046270251,0.692812658,1
22:15:00,0.004054159,0,0.012200537,0.155118391,0.486786736,1
03:02:00,0.000232775,0,0.014642618,0.079864696,0.566066319,1
02:05:00,0.000135785,0,0.012822157,0.093377248,0.471637771,1
11:03:00,0.723812849,1,0.85152149,0.166067296,0.446389497,0
10:15:00,0.698518001,0.968899917,0.829320756,0.129962613,0.524154183,0
01:30:00,0.000155183,0,0.011046099,0.097436354,0.487291702,1
23:55:00,0.003821384,0,0.015752654,0.12339327,0.412556809,1
12:32:00,0.832247052,1,0.97309271,0.227381164,0.19390675,0
10:59:00,0.721562694,0.997105045,0.846992541,0.162115008,0.464568255,0
04:08:00,0.000171287,0,0.014589001,0.05361554,0.58114859,1
03:47:00,0.000247415,0,0.01528602,0.051100265,0.586598406,1
15:04:00,0.662896292,0.896614894,0.738241833,0.256281526,0.06807683,0
11:39:00,0.749107697,1,0.885799424,0.181662809,0.395892947,0
13:37:00,0.773432651,1,0.872922998,0.26626313,0.01009931,0
19:52:00,0.004364525,0,0.008559616,0.184333274,0.511530045,1
19:35:00,0,0,0.004519083,0.206978814,0.376704259,1
15:29:00,0.695065177,0.944251447,0.778347871,0.25942674,0.067665376,0
00:53:00,0.00036856,0,0.010602084,0.108759124,0.427705773,1
01:52:00,0.000213377,0,0.010912894,0.090332918,0.465578185,1
08:15:00,0.612430168,0.853846154,0.740784229,0.038205448,0.79683555,0
00:06:00,0.000135785,0,0.008692821,0.120776215,0.426695842,1
01:43:00,0.000155183,0,0.012777756,0.09471248,0.471637771,1
09:38:00,0.681370267,0.949379653,0.818397995,0.092362471,0.630196937,0
11:09:00,0.724860335,1,0.850544658,0.173437778,0.537283286,0
11:40:00,0.740262259,1,0.865019537,0.182730995,0.440329911,0
